name,serving_size,calories(kcal),total_fat,saturated_fat,cholesterol,sodium,protein,carbohydrate,fiber,sugars,vegan,vegetarian,gluten_free,keto
"Shallots, freeze-dried",100,348,0.5,0.1,0,0,12.3,80.7,15.7,38.16,Yes,Yes,Yes,No
"Beans, raw, mature seeds, pinto",100,347,1.2,0.2,0,0,21.42,62.55,15.5,2.11,Yes,Yes,Yes,No
"Yogurt, whole milk, fruit, Greek",100,106,3.0,1.6,10,0,7.33,12.29,0.0,12.0,No,Yes,Yes,No
"Hyacinth beans, raw, mature seeds",100,344,1.7,0.3,0,0,23.9,60.74,25.6,0.0,Yes,Yes,Yes,No
"Cloudberries, raw (Alaska Native)",100,51,0.8,0.0,0,0,2.4,8.6,0.0,0.0,Yes,Yes,Yes,Yes
"Cowpeas, raw, young pods with seeds",100,44,0.3,0.1,0,0,3.3,9.5,3.3,5.04,Yes,Yes,Yes,Yes
"Nuts, unblanched, dried, brazilnuts",100,659,67.0,16.0,0,0,14.32,11.74,7.5,2.33,Yes,Yes,Yes,No
"Walrus, dried (Alaska Native), meat",100,251,2.6,0.0,0,0,57.0,0.0,0.0,0.0,No,No,Yes,Yes
"Crustaceans, raw, alaska king, crab",100,84,0.6,0.1,42,0,18.29,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Oranges, valencias, California, raw",100,49,0.3,0.0,0,0,1.04,11.89,2.5,0.0,Yes,Yes,Yes,No
"Cowpeas, raw, mature seeds, catjang",100,343,2.1,0.5,0,0,23.85,59.64,10.7,0.0,Yes,Yes,Yes,No
"Walrus, raw (Alaska Native), liver",100,125,3.0,0.0,0,0,21.0,3.5,0.0,0.0,Yes,Yes,Yes,Yes
"Grapefruit, California, white, raw",100,37,0.1,0.0,0,0,0.88,9.09,0.0,0.0,Yes,Yes,Yes,Yes
"Potatoes, raw, flesh and skin, red",100,70,0.1,0.0,0,0,1.89,15.9,1.7,1.29,Yes,Yes,Yes,No
"Acerola, raw, (west indian cherry)",100,32,0.3,0.1,0,0,0.4,7.69,1.1,0.0,Yes,Yes,Yes,Yes
"English muffins, whole grain white",100,245,1.8,0.0,0,0,7.02,50.17,3.5,1.75,Yes,Yes,Yes,No
"Huckleberries, raw (Alaska Native)",100,37,0.1,0.0,0,0,0.4,8.7,0.0,0.0,Yes,Yes,Yes,Yes
"Chicken, raw, all classes, gizzard",100,94,2.1,0.5,240,0,17.66,0.0,0.0,0.0,No,No,Yes,Yes
"Duck, raw, meat only, domesticated",100,135,6.0,2.3,77,0,18.28,0.94,0.0,0.0,No,No,Yes,Yes
"Duck, raw, meat only, breast, wild",100,123,4.3,1.3,77,0,19.85,0.0,0.0,0.0,No,No,Yes,Yes
"Artichokes, raw, (globe or french)",100,47,0.2,0.0,0,0,3.27,10.51,5.4,0.99,Yes,Yes,Yes,No
"Squash, raw, all varieties, summer",100,16,0.2,0.0,0,0,1.21,3.35,1.1,2.2,Yes,Yes,Yes,Yes
"Squash, raw, all varieties, winter",100,34,0.1,0.0,0,0,0.95,8.59,1.5,2.2,Yes,Yes,Yes,Yes
"Crackers, reduced fat, whole-wheat",100,416,7.6,1.1,0,0,11.34,75.52,10.9,1.22,Yes,Yes,No,No
"Salmonberries, raw (Alaska Native)",100,47,0.3,0.0,0,0,0.85,10.05,1.9,3.66,Yes,Yes,Yes,No
"Gourd, raw, dishcloth (towelgourd)",100,20,0.2,0.0,0,0,1.2,4.35,1.1,2.02,Yes,Yes,Yes,Yes
"Kefir, LIFEWAY, strawberry, lowfat",100,62,0.9,0.5,5,0,3.39,10.2,0.0,9.21,Yes,Yes,Yes,No
"Turkey from whole, raw, light meat",100,114,1.5,0.3,57,0,23.66,0.14,0.0,0.05,No,No,Yes,Yes
"Fish, raw, farmed, rainbow, trout",100,141,6.2,1.4,59,0,19.94,0.0,0.0,0.0,No,No,Yes,Yes
"Walrus, raw (Alaska Native), meat",100,199,14.0,2.6,80,0,19.2,0.0,0.0,0.0,No,No,Yes,Yes
"Grapefruit, all areas, white, raw",100,33,0.1,0.0,0,0,0.69,8.41,1.1,7.31,Yes,Yes,Yes,Yes
"Peas, raw, sprouted, mature seeds",100,124,0.7,0.1,0,0,8.8,27.11,0.0,0.0,Yes,Yes,Yes,No
"Fish, raw, wild, channel, catfish",100,95,2.8,0.7,58,0,16.38,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, all classes, gizzard",100,111,3.4,0.9,271,0,18.8,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat only, roasting",100,111,2.7,0.7,65,0,20.33,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, wild, Atlantic, salmon",100,142,6.3,1.0,55,0,19.84,0.0,0.0,0.0,No,No,Yes,Yes
"Caribou, raw (Alaska Native), eye",100,326,31.0,0.0,0,0,10.8,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Yogurt, nonfat, strawberry, Greek",100,82,0.2,0.1,4,0,8.05,12.07,0.6,11.27,No,Yes,Yes,No
"Yogurt, lowfat, strawberry, Greek",100,103,2.6,1.6,12,0,8.17,11.89,1.0,11.23,No,Yes,Yes,No
"Crustaceans, raw, dungeness, crab",100,86,1.0,0.1,59,0,17.41,0.74,0.0,0.0,Yes,Yes,Yes,Yes
"Fish, raw, yellowfin, fresh, tuna",100,109,0.5,0.2,39,0,24.4,0.0,0.0,0.0,No,No,Yes,Yes
"Seeds, dried, whole, sesame seeds",100,573,50.0,7.0,0,0,17.73,23.45,11.8,0.3,Yes,Yes,Yes,No
"Seeds, dried, breadnut tree seeds",100,367,1.7,0.5,0,0,8.62,79.39,14.9,0.0,Yes,Yes,No,No
"Peppers, freeze-dried, red, sweet",100,314,3.0,0.4,0,0,17.9,68.7,21.3,40.77,Yes,Yes,Yes,No
"Turkey, raw, meat and skin, whole",100,143,5.6,1.5,72,0,21.64,0.13,0.0,0.07,No,No,Yes,Yes
"Yardlong beans, raw, mature seeds",100,347,1.3,0.3,0,0,24.33,61.91,11.0,0.0,Yes,Yes,Yes,No
"Winged beans, raw, immature seeds",100,49,0.9,0.2,0,0,6.95,4.31,0.0,0.0,Yes,Yes,Yes,Yes
"Mollusks, raw, unspecified, whelk",100,137,0.4,0.0,65,0,23.84,7.76,0.0,0.0,Yes,Yes,Yes,Yes
SILK Banana-Strawberry soy yogurt,100,88,1.2,0.0,0,0,2.35,17.06,0.6,10.59,No,Yes,Yes,No
"Moose, raw (Alaska Native), meat",100,103,1.5,0.2,54,0,22.3,0.0,0.0,0.0,No,No,Yes,Yes
"Beans, raw, mature seeds, yellow",100,345,2.6,0.7,0,0,22.0,60.7,25.1,0.0,Yes,Yes,Yes,No
"Pheasant, raw, meat only, breast",100,133,3.3,1.1,58,0,24.37,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, Atlantic, ocean perch",100,79,1.5,0.3,52,0,15.31,0.0,0.0,0.0,No,No,Yes,Yes
"Nuts, dried, japanese, chestnuts",100,360,1.2,0.2,0,0,5.25,81.43,0.0,0.0,Yes,Yes,Yes,No
"Fish, raw, skipjack, fresh, tuna",100,103,1.0,0.3,47,0,22.0,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, pumpkin seed, sunfish",100,89,0.7,0.1,67,0,19.4,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, all classes, liver",100,119,4.8,1.6,345,0,16.92,0.73,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, all classes, heart",100,153,9.3,2.7,136,0,15.55,0.71,0.0,0.0,No,No,Yes,Yes
"Coriander (cilantro) leaves, raw",100,23,0.5,0.0,0,0,2.13,3.67,2.8,0.87,Yes,Yes,Yes,Yes
"Chicken, raw, meat only, stewing",100,148,6.3,1.6,63,0,21.26,0.0,0.0,0.0,No,No,Yes,Yes
"Mashu roots, raw (Alaska Native)",100,135,2.4,0.0,0,0,5.8,22.6,0.0,0.0,Yes,Yes,Yes,No
"Succotash, raw, (corn and limas)",100,99,1.0,0.2,0,0,5.03,19.59,3.8,0.0,Yes,Yes,Yes,No
"Cabbage, raw, chinese (pak-choi)",100,13,0.2,0.0,0,0,1.5,2.18,1.0,1.18,Yes,Yes,Yes,Yes
"Salsify, raw, (vegetable oyster)",100,82,0.2,0.0,0,0,3.3,18.6,3.3,0.0,Yes,Yes,Yes,No
"Passion-fruit juice, raw, yellow",100,60,0.2,0.0,0,0,0.67,14.45,0.2,14.25,Yes,Yes,Yes,No
"Yogurt, whole milk, plain, Greek",100,97,5.0,2.4,13,0,9.0,3.98,0.0,4.0,No,Yes,Yes,Yes
"Beans, raw, mature seeds, french",100,343,2.0,0.2,0,0,18.81,64.11,25.2,0.0,Yes,Yes,Yes,No
"Beans, raw, mature seeds, adzuki",100,329,0.5,0.2,0,0,19.87,62.9,12.7,0.0,Yes,Yes,Yes,No
"Passion-fruit juice, raw, purple",100,51,0.1,0.0,0,0,0.39,13.6,0.2,13.4,Yes,Yes,Yes,No
"Cherries, sweetened, dried, tart",100,333,0.7,0.1,0,0,1.25,80.45,2.5,67.15,Yes,Yes,Yes,No
"Beans, raw, mature seeds, white",100,333,0.9,0.2,0,0,23.36,60.27,15.2,2.11,Yes,Yes,Yes,No
"Corn flour, yellow, whole-grain",100,361,3.9,0.5,0,0,6.93,76.85,7.3,0.64,Yes,Yes,No,No
"Grapefruit, Florida, white, raw",100,32,0.1,0.0,0,0,0.63,8.19,0.0,0.0,Yes,Yes,Yes,Yes
"Nuts, dried, chinese, chestnuts",100,363,1.8,0.3,0,0,6.82,79.76,0.0,0.0,Yes,Yes,Yes,No
"Turkey, raw, all classes, heart",100,140,7.4,1.9,225,0,16.7,0.4,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, all classes, liver",100,128,5.5,1.7,415,0,18.26,0.0,0.0,0.0,No,No,Yes,Yes
"Lima beans, raw, immature seeds",100,113,0.9,0.2,0,0,6.84,20.17,4.9,1.48,Yes,Yes,Yes,No
"Chicken, raw, giblets, roasting",100,127,5.0,1.5,236,0,18.14,1.14,0.0,0.0,No,No,Yes,Yes
"Beans, raw, mature seeds, black",100,341,1.4,0.4,0,0,21.6,62.36,15.5,2.12,Yes,Yes,Yes,No
"Seeds, raw, breadnut tree seeds",100,217,1.0,0.3,0,0,5.97,46.28,0.0,0.0,Yes,Yes,No,No
"Broadbeans, raw, immature seeds",100,72,0.6,0.1,0,0,5.6,11.7,4.2,0.0,Yes,Yes,Yes,No
"Fish, raw, farmed, coho, salmon",100,160,7.7,1.8,51,0,21.27,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable fat, fresh",100,632,66.0,22.0,72,0,9.25,0.0,0.0,0.0,No,No,Yes,Yes
"Pigeonpeas, raw, immature seeds",100,136,1.6,0.4,0,0,7.2,23.88,5.1,3.0,Yes,Yes,Yes,No
"Crackers, low salt, whole-wheat",100,443,17.0,3.4,0,0,8.8,68.6,10.5,0.37,Yes,Yes,No,No
"Squab, raw, meat only, (pigeon)",100,142,7.5,2.0,90,0,17.5,0.0,0.0,0.0,No,No,Yes,Yes
"Winged beans, raw, mature seeds",100,409,16.0,2.3,0,0,29.65,41.71,25.9,0.0,Yes,Yes,Yes,No
"Fish, raw, bluefin, fresh, tuna",100,144,4.9,1.3,38,0,23.33,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, wild, rainbow, trout",100,119,3.5,0.7,59,0,20.48,0.0,0.0,0.0,No,No,Yes,Yes
"Cabbage, raw, chinese (pe-tsai)",100,16,0.2,0.0,0,0,1.2,3.23,1.2,1.41,Yes,Yes,Yes,Yes
"Milk, whole, fluid, buttermilk",100,62,3.3,1.9,11,0,3.21,4.88,0.0,4.88,No,Yes,Yes,Yes
"Mungo beans, raw, mature seeds",100,341,1.6,0.1,0,0,25.21,58.99,18.3,0.0,Yes,Yes,Yes,No
"Beans, raw, mature seeds, pink",100,343,1.1,0.3,0,0,20.96,64.19,12.7,2.14,Yes,Yes,Yes,No
"Guinea hen, raw, meat and skin",100,158,6.5,1.8,74,0,23.4,0.0,0.0,0.0,No,No,Yes,Yes
"Peppers, raw, green, hot chili",100,40,0.2,0.0,0,0,2.0,9.46,1.5,5.1,Yes,Yes,Yes,Yes
"Squash, raw, butternut, winter",100,45,0.1,0.0,0,0,1.0,11.69,2.0,2.2,Yes,Yes,Yes,No
"Corn flour, white, whole-grain",100,361,3.9,0.5,0,0,6.93,76.85,7.3,0.64,Yes,Yes,No,No
"Rice, raw, medium-grain, brown",100,362,2.7,0.5,0,0,7.5,76.17,3.4,0.0,Yes,Yes,Yes,No
"Kiwifruit, raw, ZESPRI SunGold",100,63,0.3,0.1,0,0,1.02,15.79,1.4,12.3,Yes,Yes,Yes,No
"Egg, raw, fresh, whole, turkey",100,171,12.0,3.6,933,0,13.68,1.15,0.0,0.0,No,No,Yes,Yes
"Mollusks, raw, common, octopus",100,82,1.0,0.2,48,0,14.91,2.2,0.0,0.0,Yes,Yes,Yes,Yes
"Pitanga, raw, (surinam-cherry)",100,33,0.4,0.0,0,0,0.8,7.49,0.0,0.0,Yes,Yes,Yes,Yes
"Beans, raw, mature seeds, navy",100,337,1.5,0.2,0,0,22.33,60.75,15.3,3.88,Yes,Yes,Yes,No
"Broccoli, raw, flower clusters",100,28,0.4,0.1,0,0,2.98,5.06,2.3,1.48,Yes,Yes,Yes,Yes
"Fast foods, strawberry, sundae",100,175,5.1,2.4,14,0,4.09,29.18,0.0,0.0,Yes,Yes,Yes,No
"Chicken, raw, giblets, stewing",100,168,9.2,2.6,240,0,17.89,2.13,0.0,0.0,No,No,Yes,Yes
"Squash, raw, spaghetti, winter",100,31,0.6,0.1,0,0,0.64,6.91,1.5,2.76,Yes,Yes,Yes,Yes
"Duck, raw, liver, domesticated",100,136,4.6,1.4,515,0,18.74,3.53,0.0,0.0,No,No,Yes,Yes
"Duck, raw, meat and skin, wild",100,211,15.0,5.0,80,0,17.42,0.0,0.0,0.0,No,No,Yes,Yes
"Nuts, dried, pinyon, pine nuts",100,629,61.0,9.4,0,0,11.57,19.3,10.7,0.0,Yes,Yes,Yes,No
"Game meat , raw, ground, bison",100,223,16.0,6.8,70,0,18.67,0.0,0.0,0.0,No,No,Yes,Yes
"Mollusks, raw, Pacific, oyster",100,81,2.3,0.5,50,0,9.45,4.95,0.0,0.0,Yes,Yes,Yes,Yes
"Game meat, raw, water, buffalo",100,99,1.4,0.5,46,0,20.39,0.0,0.0,0.0,No,No,Yes,Yes
"Nuts, raw, japanese, chestnuts",100,154,0.5,0.1,0,0,2.25,34.91,0.0,0.0,Yes,Yes,Yes,No
"Cheese, whole milk, mozzarella",100,300,22.0,13.0,79,0,22.17,2.19,0.0,1.03,No,Yes,Yes,Yes
"Mung beans, raw, mature seeds",100,347,1.2,0.3,0,0,23.86,62.62,16.3,6.6,Yes,Yes,Yes,No
"Sugar-apples, raw, (sweetsop)",100,94,0.3,0.0,0,0,2.06,23.64,4.4,0.0,Yes,Yes,Yes,No
"Pheasant, raw, meat only, leg",100,134,4.3,1.5,80,0,22.2,0.0,0.0,0.0,No,No,Yes,Yes
"Nuts, raw, chinese, chestnuts",100,224,1.1,0.2,0,0,4.2,49.07,0.0,0.0,Yes,Yes,Yes,No
"Cornmeal, yellow, whole-grain",100,362,3.6,0.5,0,0,8.12,76.89,7.3,0.64,Yes,Yes,Yes,No
"Fish, raw, Greenland, halibut",100,186,14.0,2.4,46,0,14.37,0.0,0.0,0.0,No,No,Yes,Yes
"Pokeberry shoots, raw, (poke)",100,23,0.4,0.0,0,0,2.6,3.7,1.7,0.0,Yes,Yes,Yes,Yes
"Potatoes, raw, flesh and skin",100,77,0.1,0.0,0,0,2.05,17.49,2.1,0.82,Yes,Yes,Yes,No
"McDONALD'S, Strawberry Sundae",100,158,4.0,2.0,13,0,3.19,28.09,0.0,25.32,Yes,Yes,Yes,No
"Peppers, sun-dried, hot chile",100,324,5.8,0.8,0,0,10.58,69.86,28.7,41.06,Yes,Yes,Yes,No
"Bear, raw (Alaska Native), meat, polar",100,130,3.1,0.6,0,0,25.6,0.0,0.0,0.0,No,No,Yes,Yes
"Nuts, peeled, dried, european, chestnuts",100,369,3.9,0.7,0,0,5.01,78.43,0.0,0.0,Yes,Yes,Yes,No
"Cowpeas (blackeyes), raw, immature seeds",100,90,0.4,0.1,0,0,2.95,18.83,5.0,3.0,Yes,Yes,Yes,No
"Beef, raw, inside, imported, New Zealand",100,128,4.4,1.5,55,0,22.16,0.1,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean and fat, shank",100,107,3.3,1.2,63,0,19.28,0.0,0.0,0.0,No,No,Yes,Yes
"Whale, raw (Alaska Native), meat, beluga",100,111,0.5,0.1,80,0,26.5,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, testes, imported, New Zealand",100,68,2.4,0.8,393,0,11.4,0.14,0.0,0.0,No,No,Yes,Yes
"Beans, raw, mature seeds, great northern",100,339,1.1,0.4,0,0,21.86,62.37,20.2,2.26,Yes,Yes,Yes,No
"Lamb, raw, brains, imported, New Zealand",100,118,8.0,1.0,2100,0,11.33,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey from whole, raw, meat only, neck",100,125,6.0,1.6,115,0,16.51,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean only, sirloin",100,110,2.6,0.8,79,0,20.2,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, liver, imported, New Zealand",100,136,4.9,1.5,386,0,20.7,2.22,0.0,0.0,No,No,Yes,Yes
"Fish, New York State, raw, brook, trout",100,110,2.7,0.6,60,0,21.23,0.0,0.0,0.0,No,No,Yes,Yes
"Beverages, strawberry, fast food, shake",100,113,2.8,1.7,11,0,3.4,18.9,0.4,0.0,Yes,Yes,Yes,No
"Avocados, all commercial varieties, raw",100,160,15.0,2.1,0,0,2.0,8.53,6.7,0.66,Yes,Yes,Yes,Yes
"Owl, raw (Alaska Native), flesh, horned",100,136,5.0,0.0,0,0,22.7,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Mung beans, raw, sprouted, mature seeds",100,30,0.2,0.0,0,0,3.04,5.94,1.8,4.13,Yes,Yes,Yes,Yes
"Goose, raw, meat and skin, domesticated",100,371,34.0,9.8,80,0,15.86,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw (Alaska Native), Chum, Salmon",100,116,3.7,0.5,59,0,20.69,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean and fat, loin",100,177,10.0,3.6,59,0,20.07,0.07,0.0,0.0,No,No,Yes,Yes
"Blackberries, raw (Alaska Native), wild",100,52,1.1,0.0,0,0,0.84,9.84,3.2,3.65,Yes,Yes,Yes,Yes
"Lamb, raw, heart, imported, New Zealand",100,105,3.7,1.0,119,0,18.09,0.0,0.0,0.0,No,No,Yes,Yes
"Cabbage, pickled, fresh, japanese style",100,30,0.1,0.0,0,0,1.6,5.67,3.1,1.3,Yes,Yes,Yes,Yes
"Yogurt, DANNON OIKOS, strawberry, Greek",100,106,2.9,1.8,13,0,8.25,11.67,1.0,11.0,No,Yes,Yes,No
"Mollusks, raw, farmed, eastern, oyster",100,59,1.6,0.4,25,0,5.22,5.53,0.0,0.0,Yes,Yes,Yes,Yes
"Grapefruit, Florida, pink and red, raw",100,30,0.1,0.0,0,0,0.55,7.5,1.1,0.0,Yes,Yes,Yes,Yes
"Grapes, raw, american type (slip skin)",100,67,0.4,0.1,0,0,0.63,17.15,0.9,16.25,Yes,Yes,Yes,No
"Duck, raw, meat and skin, domesticated",100,404,39.0,13.0,76,0,11.49,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean and fat, rib",100,162,9.0,3.7,82,0,18.86,0.0,0.0,0.0,No,No,Yes,Yes
"Beans, raw, mature seeds, black turtle",100,339,0.9,0.2,0,0,21.25,63.25,15.5,2.12,Yes,Yes,Yes,No
"Fish, dried (Alaska Native), whitefish",100,371,13.0,2.9,266,0,62.44,0.0,0.0,0.0,No,No,Yes,Yes
"Blueberries, raw (Alaska Native), wild",100,61,0.8,0.0,0,0,1.22,12.31,2.6,6.46,Yes,Yes,Yes,No
"Milk, with added vitamin D, whole, dry",100,496,27.0,17.0,97,0,26.32,38.42,0.0,38.42,No,Yes,Yes,No
"Nuts, peeled, raw, european, chestnuts",100,196,1.3,0.2,0,0,1.63,44.17,0.0,0.0,Yes,Yes,Yes,No
"Beef, raw, brisket, corned beef, cured",100,198,15.0,4.7,54,0,14.68,0.14,0.0,0.0,No,No,Yes,No
"Fish, whole (Alaska Native), blackfish",100,82,1.8,0.0,0,0,15.5,0.0,0.0,0.0,No,No,Yes,Yes
"Oranges, all commercial varieties, raw",100,47,0.1,0.0,0,0,0.94,11.75,2.4,9.35,Yes,Yes,Yes,No
"Beverages, Kiwi Strawberry Juice Drink",100,47,0.0,0.0,0,0,0.0,12.26,0.0,11.63,Yes,Yes,Yes,No
"English muffins, toasted, whole-wheat",100,221,2.3,0.4,0,0,9.6,44.1,7.3,8.79,Yes,Yes,No,No
"Beef, raw, separable fat, retail cuts",100,674,71.0,29.0,99,0,8.21,0.0,0.0,0.0,No,No,Yes,Yes
"Pineapple, traditional varieties, raw",100,45,0.1,0.0,0,0,0.55,11.82,0.0,8.29,Yes,Yes,Yes,No
"Apples, with skin, red delicious, raw",100,59,0.2,0.0,0,0,0.27,14.06,2.3,10.48,Yes,Yes,Yes,No
"Peas, raw, mature seeds, split, green",100,352,1.2,0.2,0,0,23.82,63.74,25.5,8.0,Yes,Yes,Yes,No
"Beans, raw, mature seeds, small white",100,336,1.2,0.3,0,0,21.11,62.25,24.9,0.0,Yes,Yes,Yes,No
"Fish, dried and salted, Atlantic, cod",100,290,2.4,0.5,152,0,62.82,0.0,0.0,0.0,No,No,Yes,Yes
"Potatoes, raw, flesh and skin, russet",100,79,0.1,0.0,0,0,2.14,18.07,1.3,0.62,Yes,Yes,Yes,No
"Waterchestnuts, raw, (matai), chinese",100,97,0.1,0.0,0,0,1.4,23.94,3.0,4.8,Yes,Yes,Yes,No
"Ground turkey, raw, 15% fat, 85% lean",100,180,13.0,3.4,78,0,16.9,0.0,0.0,0.0,No,No,Yes,Yes
"Seeds, dried, watermelon seed kernels",100,557,47.0,9.8,0,0,28.33,15.31,0.0,0.0,Yes,Yes,Yes,No
"Gourd, raw, white-flowered (calabash)",100,14,0.0,0.0,0,0,0.62,3.39,0.5,0.0,Yes,Yes,Yes,Yes
"Veal, raw, separable lean only, shank",100,94,1.6,0.6,62,0,19.77,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, 84% lean / 16% fat, ground",100,218,16.0,4.9,68,0,17.99,0.44,0.0,0.0,No,No,Yes,Yes
"Beans, raw, mature seeds, red, kidney",100,337,1.1,0.2,0,0,22.53,61.29,15.2,2.1,Yes,Yes,Yes,No
"Balsam-pear (bitter gourd), raw, pods",100,17,0.2,0.0,0,0,1.0,3.7,2.8,0.0,Yes,Yes,Yes,Yes
"Soybeans, raw, sprouted, mature seeds",100,122,6.7,0.9,0,0,13.09,9.57,1.1,0.0,Yes,Yes,Yes,Yes
"Turkey, raw, meat and skin, dark meat",100,161,9.0,2.4,87,0,19.81,0.15,0.0,0.1,No,No,Yes,Yes
"Custard-apple, raw, (bullock's-heart)",100,101,0.6,0.2,0,0,1.7,25.2,2.4,0.0,Yes,Yes,Yes,No
"Bread, whole wheat, french or vienna",100,239,1.0,0.0,0,0,8.33,49.1,4.2,0.0,Yes,Yes,No,No
"Apples, with skin, granny smith, raw",100,58,0.2,0.0,0,0,0.44,13.61,2.8,9.59,Yes,Yes,Yes,No
"Potatoes, raw, flesh and skin, white",100,69,0.1,0.0,0,0,1.68,15.71,2.4,1.15,Yes,Yes,Yes,No
"Ground turkey, raw, 7% fat, 93% lean",100,150,8.3,2.2,74,0,18.73,0.0,0.0,0.0,No,No,Yes,Yes
"KELLOGG'S, Strawberry, Waffles, EGGO",100,265,8.7,2.1,21,0,5.5,41.6,1.1,9.3,No,Yes,Yes,No
"Mollusks, raw, wild, eastern, oyster",100,51,1.7,0.5,40,0,5.71,2.72,0.0,0.62,Yes,Yes,Yes,Yes
"Caribou, raw (Alaska Native), tongue",100,260,23.0,0.0,0,0,13.7,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Pork, raw, 96% lean / 4% fat, ground",100,121,4.0,1.4,59,0,21.1,0.21,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable fat, Australian",100,509,52.0,24.0,66,0,9.91,0.0,0.0,0.0,No,No,Yes,Yes
"Seeds, dried, safflower seed kernels",100,517,38.0,3.7,0,0,16.18,34.29,0.0,0.0,Yes,Yes,Yes,No
"Lima beans, raw, mature seeds, large",100,338,0.7,0.2,0,0,21.46,63.38,19.0,8.5,Yes,Yes,Yes,No
"Chicken, raw, meat and skin, stewing",100,258,20.0,5.7,71,0,17.55,0.0,0.0,0.0,No,No,Yes,Yes
"Wheat flour, soft wheat, whole-grain",100,332,2.0,0.4,0,0,9.61,74.48,13.1,1.02,Yes,Yes,No,No
"Veal, raw, separable lean only, loin",100,114,2.9,1.1,55,0,21.85,0.0,0.0,0.0,No,No,Yes,Yes
"Seeds, dried, sunflower seed kernels",100,584,51.0,4.5,0,0,20.78,20.0,8.6,2.62,Yes,Yes,Yes,No
