name,serving_size,calories(kcal),total_fat,saturated_fat,cholesterol,sodium,protein,carbohydrate,fiber,sugars,vegan,vegetarian,gluten_free,keto
"Swamp cabbage, raw, (skunk cabbage)",100,19,0.2,0.0,0,0,2.6,3.14,2.1,0.0,Yes,Yes,Yes,Yes
"Peppers, freeze-dried, green, sweet",100,314,3.0,0.4,0,0,17.9,68.7,21.3,38.48,Yes,Yes,Yes,No
"Chicken, raw, meat and skin, capons",100,234,17.0,5.0,75,0,18.77,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean only, rib",100,120,3.9,1.2,83,0,19.97,0.0,0.0,0.0,No,No,Yes,Yes
"Caribou, raw (Alaska Native), liver",100,122,3.9,0.0,0,0,15.0,6.8,0.0,0.0,Yes,Yes,Yes,Yes
"Mustard spinach, raw, (tendergreen)",100,22,0.3,0.0,0,0,2.2,3.9,2.8,0.0,Yes,Yes,Yes,Yes
"Crustaceans, raw, northern, lobster",100,77,0.8,0.2,127,0,16.52,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Tangerines, raw, (mandarin oranges)",100,53,0.3,0.0,0,0,0.81,13.34,1.8,10.58,Yes,Yes,Yes,No
"Fish, raw (Alaska Native), sheefish",100,115,2.8,0.5,56,0,22.25,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, farmed, Atlantic, salmon",100,208,13.0,3.1,55,0,20.42,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, farmed, channel, catfish",100,119,5.9,1.3,55,0,15.23,0.0,0.0,0.0,No,No,Yes,Yes
"Pineapple, extra sweet variety, raw",100,51,0.1,0.0,0,0,0.53,13.5,1.4,10.32,Yes,Yes,Yes,No
"Goose, raw, meat only, domesticated",100,161,7.1,2.8,84,0,22.75,0.0,0.0,0.0,No,No,Yes,Yes
"Squab, raw, meat and skin, (pigeon)",100,294,24.0,8.4,95,0,18.47,0.0,0.0,0.0,No,No,Yes,Yes
"Hyacinth-beans, raw, immature seeds",100,46,0.2,0.1,0,0,2.1,9.19,3.3,4.08,Yes,Yes,Yes,Yes
"Rice, unenriched, raw, short-grain, white",100,358,0.5,0.1,0,0,6.5,79.15,0.0,0.0,Yes,Yes,Yes,No
"Turkey from whole, raw, meat only, dark meat",100,108,2.5,0.7,79,0,21.28,0.15,0.0,0.1,No,No,Yes,Yes
"Chicken, raw, meat only, dark meat, roasting",100,113,3.6,0.9,72,0,18.74,0.0,0.0,0.0,No,No,Yes,Yes
"Cranberries, raw (Alaska Native), bush, wild",100,55,0.2,0.0,0,0,1.1,12.3,6.7,0.0,Yes,Yes,Yes,No
"Turkey, raw, meat and skin, leg, all classes",100,144,6.7,2.1,71,0,19.54,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, meat only, back from whole bird",100,113,2.5,0.0,79,0,21.28,0.15,0.0,0.1,No,No,Yes,Yes
"Cereals, dry, whole wheat hot natural cereal",100,342,2.0,0.3,0,0,11.2,75.2,9.5,0.42,Yes,Yes,No,No
"Chicken, raw, meat only, light meat, stewing",100,137,4.2,1.0,47,0,23.1,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, sweetbread, imported, New Zealand",100,303,29.0,12.0,217,0,11.51,0.0,0.0,0.0,No,No,No,No
"UDI'S, Whole Grain Dinner Rolls, Gluten Free",100,329,12.0,1.4,0,0,11.8,44.29,11.2,4.2,Yes,Yes,Yes,No
"Prickly pears, raw (Northern Plains Indians)",100,42,0.1,0.0,0,0,0.12,10.17,5.3,1.02,Yes,Yes,Yes,No
"Lambsquarters, raw (Northern Plains Indians)",100,47,0.3,0.0,0,0,4.21,6.96,6.3,0.0,No,No,Yes,Yes
"Squash, raw, includes skin, zucchini, summer",100,17,0.3,0.1,0,0,1.21,3.11,1.0,2.5,Yes,Yes,Yes,Yes
"Lamb, raw, sweetbread, imported, New Zealand",100,72,3.2,1.6,160,0,11.0,0.0,0.0,0.0,No,No,No,No
"Cheese, low moisture, whole milk, mozzarella",100,318,25.0,16.0,89,0,21.6,2.47,0.0,1.01,No,Yes,Yes,Yes
"Chicken, raw, skin only, broilers or fryers",100,349,32.0,9.1,109,0,13.33,0.0,0.0,0.0,No,No,No,Yes
"Chicken, raw, meat only, broilers or fryers",100,119,3.1,0.8,70,0,21.39,0.0,0.0,0.0,No,No,No,Yes
"Turkey, raw, meat only, thigh, retail parts",100,116,3.7,0.8,78,0,20.6,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat only, dark meat, stewing",100,157,8.1,2.1,77,0,19.7,0.0,0.0,0.0,No,No,Yes,Yes
"PEPPERIDGE FARM, Whole Grain 15 Grain Bread",100,270,4.9,0.9,0,0,0.01,45.8,10.7,6.5,Yes,Yes,No,No
"Beans, raw, mature seeds, royal red, kidney",100,329,0.5,0.1,0,0,25.33,58.33,24.9,0.0,Yes,Yes,Yes,No
"Beans, raw, mature seeds, cranberry (roman)",100,335,1.2,0.3,0,0,23.03,60.05,24.7,0.0,Yes,Yes,Yes,No
"Tomatoes, drained, packed in oil, sun-dried",100,213,14.0,1.9,0,0,5.06,23.33,5.8,0.0,Yes,Yes,Yes,No
"Balsam-pear (bitter gourd), raw, leafy tips",100,30,0.7,0.0,0,0,5.3,3.29,0.0,0.0,Yes,Yes,Yes,Yes
"Fireweed, raw (Alaska Native), young leaves",100,44,0.8,0.0,0,0,3.0,6.3,6.0,0.0,Yes,Yes,Yes,Yes
"Whale, raw (Alaska Native), flipper, beluga",100,271,22.0,0.0,0,0,19.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Beans, raw, mature seeds, all types, kidney",100,333,0.8,0.1,0,0,23.58,60.01,24.9,2.23,Yes,Yes,Yes,No
"Turkey, raw, meat only, wing, retail parts",100,112,2.5,0.5,66,0,22.48,0.0,0.0,0.0,No,No,Yes,Yes
"Broadbeans (fava beans), raw, mature seeds",100,341,1.5,0.3,0,0,26.12,58.29,25.0,5.7,Yes,Yes,Yes,No
"Beef, raw, 90% lean meat / 10% fat, ground",100,176,10.0,3.9,65,0,20.0,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, 85% lean meat / 15% fat, ground",100,215,15.0,5.7,68,0,18.59,0.0,0.0,0.0,No,No,Yes,Yes
"Deer (venison), raw (Alaska Native), sitka",100,116,2.7,0.6,18,0,21.5,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Rice, unenriched, raw, medium-grain, white",100,360,0.6,0.2,0,0,6.61,79.34,0.0,0.0,Yes,Yes,Yes,No
"Chicken, raw, meat only, cornish game hens",100,116,3.3,0.9,91,0,20.04,0.0,0.0,0.0,No,No,Yes,No
"Beef, raw, 70% lean meat / 30% fat, ground",100,332,30.0,12.0,78,0,14.35,0.0,0.0,0.0,No,No,Yes,Yes
"Yogurt, CHOBANI, strawberry, nonfat, Greek",100,80,0.1,0.1,0,0,8.03,11.62,0.7,10.86,No,Yes,Yes,No
"Veal, raw, separable lean and fat, sirloin",100,152,7.8,3.4,78,0,19.07,0.0,0.0,0.0,No,No,Yes,Yes
"Whale, dried (Alaska Native), meat, beluga",100,327,5.3,1.2,122,0,69.86,0.0,0.0,0.0,No,No,Yes,Yes
"Game meat, raw, separable lean only, bison",100,109,1.8,0.7,62,0,21.62,0.0,0.0,0.0,No,No,Yes,Yes
"Game meat, raw, composite of cuts, beefalo",100,143,4.8,2.0,44,0,23.3,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, 75% lean meat / 25% fat, ground",100,293,25.0,9.6,75,0,15.76,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, 80% lean meat / 20% fat, ground",100,254,20.0,7.6,71,0,17.17,0.0,0.0,0.0,No,No,Yes,Yes
"Candies, TWIZZLERS Strawberry Twists Candy",100,348,2.3,0.0,0,0,2.56,79.16,0.0,39.64,Yes,Yes,Yes,No
"PEPPERIDGE FARM, Whole Grain Oatmeal Bread",100,258,3.7,0.9,0,0,0.01,46.5,9.8,7.2,Yes,Yes,No,No
"Beans, raw, sprouted, mature seeds, kidney",100,29,0.5,0.1,0,0,4.2,4.1,0.0,0.0,Yes,Yes,Yes,Yes
"Chicken, raw, skin (drumsticks and thighs)",100,440,44.0,12.0,105,0,9.58,0.79,0.0,0.0,No,No,Yes,Yes
"Nuts, unpeeled, dried, european, chestnuts",100,374,4.5,0.8,0,0,6.39,77.31,11.7,0.0,Yes,Yes,Yes,No
"Mushrooms, raw, or crimini, italian, brown",100,22,0.1,0.0,0,0,2.5,4.3,0.6,1.72,Yes,Yes,Yes,Yes
"Milk, without added vitamin D, whole, dry",100,496,27.0,17.0,97,0,26.32,38.42,0.0,38.42,No,Yes,Yes,No
"Seeds, dried, whole, sisymbrium sp. seeds",100,318,4.6,0.9,0,0,12.14,58.26,0.0,0.0,Yes,Yes,Yes,No
"Beans, raw, sprouted, mature seeds, pinto",100,62,0.9,0.1,0,0,5.25,11.6,0.0,0.0,Yes,Yes,Yes,No
"Pigeon peas (red gram), raw, mature seeds",100,343,1.5,0.3,0,0,21.7,62.78,15.0,0.0,Yes,Yes,Yes,No
"Ruffed Grouse, raw, skinless, breast meat",100,112,0.9,0.1,40,0,25.94,0.0,0.0,0.0,No,No,Yes,Yes
"Caribou, raw (Alaska Native), bone marrow",100,786,84.0,0.0,0,0,6.7,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Chicken, raw, giblets, broilers or fryers",100,124,4.5,1.4,262,0,17.88,1.8,0.0,0.0,No,No,No,Yes
"Beef, raw, 95% lean meat / 5% fat, ground",100,137,5.0,2.2,62,0,21.41,0.0,0.0,0.0,No,No,Yes,Yes
"Waxgourd, raw, (chinese preserving melon)",100,13,0.2,0.0,0,0,0.4,3.0,2.9,0.0,Yes,Yes,Yes,Yes
"Beef, raw, 93% lean meat / 7% fat, ground",100,152,7.0,2.9,63,0,20.85,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, 97% lean meat / 3% fat, ground",100,121,3.0,1.5,60,0,21.98,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, dried (Alaska Native), chum, salmon",100,378,14.0,2.4,214,0,62.09,0.0,0.0,0.0,No,No,Yes,Yes
"Whale, raw (Alaska Native), liver, beluga",100,117,3.9,0.0,0,0,18.4,2.0,0.0,0.0,Yes,Yes,Yes,Yes
"Bread, multi-grain (includes whole-grain)",100,265,4.2,0.9,0,0,13.36,43.34,7.4,6.39,Yes,Yes,No,No
"KEEBLER, Saltines with Whole Wheat, ZESTA",100,416,9.6,1.4,0,0,8.4,75.1,3.2,2.1,Yes,Yes,No,No
"Leeks, raw, (bulb and lower leaf-portion)",100,61,0.3,0.0,0,0,1.5,14.15,1.8,3.9,Yes,Yes,Yes,No
"Nuts, unpeeled, raw, european, chestnuts",100,213,2.3,0.4,0,0,2.42,45.54,8.1,0.0,Yes,Yes,Yes,No
"Fish, raw, Atlantic and Pacific, halibut",100,91,1.3,0.3,49,0,18.56,0.0,0.0,0.0,No,No,Yes,Yes
"Canada Goose, raw, skinless, breast meat",100,133,4.0,0.6,80,0,24.31,0.0,0.0,0.0,No,No,Yes,Yes
"Rolls, whole wheat, hamburger or hot dog",100,269,4.4,0.9,0,0,12.38,44.93,6.1,5.92,No,No,No,No
"Grapefruit, all areas, pink and red, raw",100,42,0.1,0.0,0,0,0.77,10.66,1.6,6.89,Yes,Yes,Yes,No
"Mushrooms, drained solids, canned, straw",100,32,0.7,0.1,0,0,3.83,4.64,2.5,0.0,Yes,Yes,Yes,Yes
"Apples, with skin, golden delicious, raw",100,57,0.2,0.0,0,0,0.28,13.6,2.4,10.04,Yes,Yes,Yes,No
"Lamb, raw, kidney, imported, New Zealand",100,84,2.5,0.8,369,0,15.21,0.03,0.0,0.0,No,No,Yes,Yes
"Passion-fruit, raw, purple, (granadilla)",100,97,0.7,0.1,0,0,2.2,23.38,10.4,11.2,Yes,Yes,Yes,No
"Beans, raw, sprouted, mature seeds, navy",100,67,0.7,0.1,0,0,6.15,13.05,0.0,0.0,Yes,Yes,Yes,No
"Rice, enriched, raw, medium-grain, white",100,360,0.6,0.2,0,0,6.61,79.34,1.4,0.0,Yes,Yes,Yes,No
"Fish, raw (Alaska Native), meat, lingcod",100,79,0.8,0.0,0,0,17.9,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, meat and skin, breast, all classes",100,157,7.0,1.9,65,0,21.89,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, roasted, meat only, from whole bird, wing",100,147,2.1,0.6,80,0,30.13,0.0,0.0,0.0,No,No,Yes,Yes
"PEPPERIDGE FARM, 100% Whole Wheat Hamburger Buns",100,257,3.1,0.8,1,0,0.01,43.2,5.9,5.1,No,No,No,No
"Veal, raw, thymus, variety meats and by-products",100,101,3.1,0.8,250,0,17.21,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, spleen, variety meats and by-products",100,98,2.2,0.7,340,0,18.3,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, spleen, variety meats and by-products",100,101,3.1,1.0,250,0,17.2,0.0,0.0,0.0,No,No,Yes,Yes
"Groundcherries, raw, (cape-gooseberries or poha)",100,53,0.7,0.0,0,0,1.9,11.2,0.0,0.0,Yes,Yes,Yes,No
"Beef, raw, thymus, variety meats and by-products",100,236,20.0,7.0,223,0,12.18,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, spleen, variety meats and by-products",100,105,3.0,1.0,263,0,18.3,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, tongue, variety meats and by-products",100,224,16.0,7.0,87,0,14.9,3.68,0.0,0.0,No,No,Yes,Yes
"Lettuce, raw, iceberg (includes crisphead types)",100,14,0.1,0.0,0,0,0.9,2.97,1.2,1.97,Yes,Yes,Yes,Yes
"Fish, raw (Alaska Native), coho (silver), salmon",100,140,5.6,0.9,58,0,22.56,0.0,0.0,0.0,No,No,Yes,Yes
"Beans, raw, mature seeds, california red, kidney",100,330,0.3,0.0,0,0,24.37,59.8,24.9,0.0,Yes,Yes,Yes,No
"Milk, with added vitamin D, 3.25% milkfat, whole",100,61,3.3,1.9,10,0,3.15,4.8,0.0,5.05,No,Yes,Yes,Yes
"Cereals ready-to-eat, KASHI 7 Whole Grain Flakes",100,337,1.5,0.3,0,0,11.0,81.4,11.8,11.3,Yes,Yes,Yes,No
"Veal, raw, tongue, variety meats and by-products",100,131,5.5,2.4,62,0,17.18,1.91,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, tongue, variety meats and by-products",100,222,17.0,6.6,156,0,15.7,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat only, leg, broilers or fryers",100,120,4.2,1.1,91,0,19.16,0.0,0.0,0.0,No,No,No,Yes
"Steelhead trout, flesh (Shoshone Bannock), dried",100,382,8.1,0.8,227,0,77.27,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Fish, raw (Alaska Native), sockeye (red), salmon",100,153,7.3,1.0,64,0,21.94,0.0,0.0,0.0,No,No,Yes,Yes
"Pasta, as purchased, spinach, fresh-refrigerated",100,289,2.1,0.5,73,0,11.26,55.72,0.0,0.0,Yes,Yes,No,No
"Cereals, dry, Whole Wheat Natural Cereal, QUAKER",100,333,2.0,0.4,0,0,11.8,74.8,9.9,2.0,Yes,Yes,No,No
"Veal, raw, separable lean and fat, arm, shoulder",100,132,5.4,2.3,82,0,19.34,0.0,0.0,0.0,No,No,Yes,Yes
"Fruit juice smoothie, strawberry banana, ODWALLA",100,48,0.3,0.1,0,0,0.5,11.05,0.6,9.9,Yes,Yes,Yes,No
"Lamb, raw, seam fat, fresh, imported, Australian",100,459,44.0,21.0,90,0,15.65,0.0,0.0,0.0,No,No,Yes,Yes
"Pears, with added sugar, stewed, sulfured, dried",100,140,0.3,0.0,0,0,0.86,37.14,5.8,0.0,Yes,Yes,Yes,No
"Seeds, dried (decorticated), sesame seed kernels",100,631,61.0,9.1,0,0,20.45,11.73,11.6,0.48,Yes,Yes,Yes,No
"Beverages, Strawberry Banana, V8 V-FUSION Juices",100,49,0.0,0.0,0,0,0.41,11.79,0.0,10.16,Yes,Yes,Yes,No
"Turkey, raw, meat and skin, breast, retail parts",100,155,7.5,1.8,63,0,21.88,0.0,0.0,0.0,No,No,Yes,Yes
"School Lunch, whole grain breaded, chicken patty",100,246,14.0,2.6,36,0,17.64,12.5,2.3,0.55,No,No,No,No
"Turkey, raw, meat only, drumstick, retail parts",100,118,4.0,1.1,79,0,20.52,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, lungs, variety meats and by-products",100,92,2.5,0.9,242,0,16.2,0.0,0.0,0.0,No,No,Yes,Yes
"Rice, enriched, raw, regular, long-grain, white",100,365,0.7,0.2,0,0,7.13,79.95,1.3,0.12,Yes,Yes,Yes,No
"Lamb, raw, heart, variety meats and by-products",100,122,5.7,2.3,135,0,16.47,0.21,0.0,0.0,No,No,Yes,Yes
"Veal, raw, heart, variety meats and by-products",100,110,4.0,1.1,104,0,17.18,0.08,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, liver, variety meats and by-products",100,139,5.0,1.9,371,0,20.38,1.78,0.0,0.0,No,No,Yes,Yes
"Nuts, toasted, dried (desiccated), coconut meat",100,592,47.0,42.0,0,0,5.3,44.4,0.0,0.0,No,No,Yes,No
"Nuts, creamed, dried (desiccated), coconut meat",100,684,69.0,61.0,0,0,5.3,21.52,0.0,0.0,No,No,Yes,No
"Cereals ready-to-eat, KASHI 7 Whole Grain Puffs",100,336,2.3,0.5,0,0,13.0,78.6,8.0,0.93,Yes,Yes,Yes,No
"Yogurt, DANNON OIKOS, strawberry, nonfat, Greek",100,84,0.2,0.1,0,0,8.03,12.53,0.4,11.63,No,Yes,Yes,No
"Veal, raw, separable lean only, leg (top round)",100,107,1.8,0.5,78,0,21.28,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, brain, variety meats and by-products",100,143,10.0,2.3,3010,0,10.86,1.05,0.0,0.0,No,No,Yes,Yes
"Squash, raw, crookneck and straightneck, summer",100,19,0.3,0.1,0,0,1.01,3.88,1.0,2.88,Yes,Yes,Yes,Yes
"Seeds, roasted and toasted, whole, sesame seeds",100,565,48.0,6.7,0,0,16.96,25.74,14.0,0.0,Yes,Yes,Yes,No
"Turkey, raw, meat only, from whole bird, breast",100,114,1.5,0.3,57,0,23.66,0.14,0.0,0.05,No,No,Yes,Yes
"Turkey, raw, meat and skin, thigh, retail parts",100,161,9.2,2.4,83,0,19.54,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, broilers or fryers",100,215,15.0,4.3,75,0,18.6,0.0,0.0,0.0,No,No,No,Yes
"Caribou, raw (Alaska Native), hind quarter meat",100,122,3.4,1.3,81,0,22.63,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, separable fat, broilers or fryers",100,629,68.0,20.0,58,0,3.73,0.0,0.0,0.0,No,No,No,Yes
"Lamb, raw, lungs, variety meats and by-products",100,95,2.6,0.9,0,0,16.7,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, lungs, variety meats and by-products",100,90,2.3,0.8,229,0,16.3,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, liver, variety meats and by-products",100,140,4.9,1.6,334,0,19.93,2.91,0.0,0.0,No,No,Yes,Yes
"Plums, with added sugar, stewed, dried (prunes)",100,124,0.2,0.0,0,0,1.09,32.88,3.8,0.0,Yes,Yes,Yes,No
"Lamb, raw, brain, variety meats and by-products",100,122,8.6,2.2,1352,0,10.4,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, brain, variety meats and by-products",100,118,8.2,1.9,1590,0,10.32,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, raw, flatfish (flounder and sole species)",100,70,1.9,0.4,45,0,12.41,0.0,0.0,0.0,No,No,Yes,Yes
"Elk, raw (Shoshone Bannock), ground, free range",100,97,1.8,0.7,0,0,20.14,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Beef, raw, tripe, variety meats and by-products",100,85,3.7,1.3,122,0,12.07,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, heart, variety meats and by-products",100,112,3.9,1.4,124,0,17.72,0.14,0.0,0.0,No,No,Yes,Yes
"Beef, raw, liver, variety meats and by-products",100,135,3.6,1.2,275,0,20.36,3.89,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, cornish game hens",100,200,14.0,3.9,101,0,17.15,0.0,0.0,0.0,No,No,Yes,No
"Babyfood, junior, banana and strawberry, fruit",100,109,0.4,0.1,0,0,0.71,25.78,1.4,19.29,Yes,Yes,Yes,No
"Beef, raw, suet, variety meats and by-products",100,854,94.0,52.0,68,0,1.5,0.0,0.0,0.0,No,No,Yes,Yes
"Caribou, half dried (Alaska Native), rump meat",100,255,5.2,1.6,141,0,52.06,0.0,0.0,0.0,No,No,Yes,Yes
"Oopah (tunicate), whole animal (Alaska Native)",100,67,2.2,0.0,0,0,11.7,0.0,0.0,0.0,Yes,Yes,Yes,Yes
"Prairie Turnips, raw (Northern Plains Indians)",100,156,0.4,0.0,0,0,2.62,35.67,8.0,0.82,Yes,Yes,Yes,No
"Turkey, raw, (light and dark), skin from whole",100,407,39.0,10.0,122,0,12.96,0.16,0.0,0.1,No,No,Yes,Yes
"Pasta, as purchased, plain, fresh-refrigerated",100,288,2.3,0.3,73,0,11.31,54.73,0.0,0.0,Yes,Yes,No,No
"Egg, glucose reduced, stabilized, dried, whole",100,615,44.0,13.0,2017,0,48.17,2.38,0.0,0.0,No,Yes,Yes,Yes
"Pork, raw or unheated, breakfast strips, cured",100,388,37.0,13.0,69,0,11.74,0.7,0.0,0.0,No,No,Yes,Yes
"Beef, raw or unheated, breakfast strips, cured",100,406,39.0,16.0,82,0,12.5,0.7,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, meat only, from whole bird, thigh",100,108,2.5,0.7,79,0,21.28,0.15,0.0,0.1,No,No,Yes,Yes
"Egg, glucose reduced, stabilized, dried, white",100,357,0.3,0.1,0,0,84.08,4.51,0.0,0.0,No,Yes,Yes,Yes
"Turkey, raw, meat and skin, wing, retail parts",100,202,14.0,3.5,84,0,19.53,0.05,0.0,0.03,No,No,Yes,Yes
"Corn, yellow (Northern Plains Indians), dried",100,419,11.0,2.0,0,0,14.48,66.27,20.5,21.32,Yes,Yes,Yes,No
"Turkey, raw, meat and skin, wing, all classes",100,197,12.0,3.3,70,0,20.22,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat only, light meat, roasting",100,109,1.6,0.4,57,0,22.2,0.0,0.0,0.0,No,No,Yes,Yes
"Fish, with skin (Alaska Native), raw, halibut",100,116,2.9,0.7,72,0,20.53,1.81,0.0,0.0,No,No,Yes,Yes
"Tortillas, whole wheat, ready-to-bake or -fry",100,310,9.8,4.9,0,0,9.76,45.89,9.8,2.44,Yes,Yes,No,No
"KELLOGG'S, Strawberry Strudel, Wafflers, EGGO",100,318,11.0,2.7,12,0,5.0,50.0,1.2,16.8,No,Yes,Yes,No
"Caribou, dried (Alaska Native), shoulder meat",100,271,3.7,1.6,164,0,59.38,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, lean only, strip steaks, grass-fed",100,117,2.7,1.0,55,0,23.07,0.0,0.0,0.0,No,No,Yes,Yes
"Squab, raw, light meat without skin, (pigeon)",100,134,4.5,1.2,90,0,21.76,0.0,0.0,0.0,No,No,Yes,Yes
"ARCHWAY Home Style Cookies, Strawberry Filled",100,400,13.0,5.2,6,0,4.35,65.92,2.2,31.76,Yes,Yes,Yes,No
"Chokecherries, pitted (Shoshone Bannock), raw",100,156,1.0,0.0,0,0,2.89,33.88,17.0,14.22,Yes,Yes,Yes,No
"Veal, raw, separable lean only, arm, shoulder",100,105,2.2,0.7,83,0,20.04,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, ground lamb, imported, New Zealand",100,193,12.0,4.8,63,0,20.33,0.0,0.0,0.0,No,No,Yes,Yes
