name,serving_size,calories(kcal),total_fat,saturated_fat,cholesterol,sodium,protein,carbohydrate,fiber,sugars,vegan,vegetarian,gluten_free,keto
"Turkey, raw, meat only, from whole bird, wing",100,114,1.5,0.3,57,0,23.66,0.14,0.0,0.05,No,No,Yes,Yes
"Seeds, dried, pumpkin and squash seed kernels",100,559,49.0,8.7,0,0,30.23,10.71,6.0,1.4,Yes,Yes,Yes,No
"Turkey, raw, meat only, breast, retail parts",100,114,2.3,0.3,53,0,23.34,0.0,0.0,0.0,No,No,Yes,Yes
"Tomatoes, year round average, raw, ripe, red",100,18,0.2,0.0,0,0,0.88,3.89,1.2,2.63,Yes,Yes,Yes,Yes
"Pork, raw, separable lean and fat, carcass, fresh",100,376,35.0,12.0,74,0,13.91,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, seam fat, grass-fed, imported, Australian",100,562,58.0,27.0,65,0,9.58,1.06,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, back, broilers or fryers",100,319,29.0,8.3,79,0,14.05,0.0,0.0,0.0,No,No,No,Yes
"Chicken, raw, meat and skin, neck, broilers or fryers",100,297,26.0,7.3,99,0,14.07,0.0,0.0,0.0,No,No,No,Yes
"Pork, raw, separable lean and fat, whole, loin, fresh",100,198,13.0,4.4,63,0,19.74,0.0,0.0,0.0,No,No,Yes,Yes
"Nuts, not sweetened, dried (desiccated), coconut meat",100,660,65.0,57.0,0,0,6.88,23.65,16.3,7.35,No,No,Yes,No
"Lamb, raw, separable fat, fresh, imported, Australian",100,648,69.0,35.0,77,0,6.27,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, wing, broilers or fryers",100,191,13.0,3.5,111,0,17.52,0.0,0.0,0.0,No,No,No,Yes
"Pork, raw, feet, variety meats and by-products, fresh",100,212,13.0,3.6,88,0,23.16,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, jowl, variety meats and by-products, fresh",100,655,70.0,25.0,90,0,6.38,0.0,0.0,0.0,No,No,Yes,Yes
"Corn flour, blue (harina de maiz morado), whole-grain",100,364,5.1,0.0,0,0,8.75,73.89,8.4,0.0,Yes,Yes,No,No
"Turkey, raw, from dark meat, from retail parts, skin",100,380,36.0,10.0,111,0,14.35,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, leg, broilers or fryers",100,214,16.0,4.4,93,0,16.37,0.17,0.0,0.0,No,No,No,Yes
"SUNSHINE, Crackers (made with Whole Grain), CHEEZ-IT",100,511,27.0,6.1,1,0,10.7,58.2,4.3,0.5,Yes,Yes,Yes,No
"Poultry, raw, from mature hens, mechanically deboned",100,243,20.0,4.7,143,0,14.72,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, boneless, cutlet, cap off, top round, leg",100,107,2.1,0.8,56,0,22.07,0.0,0.0,0.0,No,No,Yes,Yes
"Beverages, Strawberry Banana, V8 SPLASH Juice Drinks",100,29,0.0,0.0,0,0,0.0,7.41,0.0,7.41,Yes,Yes,Yes,No
"Beef, raw, manufacturing beef, imported, New Zealand",100,119,3.7,1.7,49,0,21.23,0.23,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean only, blade chop, shoulder",100,110,2.9,1.1,60,0,19.6,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, external fat, fresh, imported, Australian",100,487,49.0,24.0,71,0,12.59,0.0,0.0,0.0,No,No,Yes,Yes
"Chokecherries, pitted (Northern Plains Indians), raw",100,162,1.7,0.0,0,0,3.04,33.62,20.0,9.37,Yes,Yes,Yes,No
"Apples, without added sugar, stewed, sulfured, dried",100,57,0.1,0.0,0,0,0.22,15.32,2.0,13.32,Yes,Yes,Yes,No
"HORMEL ALWAYS TENDER, Fresh Pork, Boneless Pork Loin",100,145,7.2,2.8,49,0,19.02,0.76,0.0,0.08,No,No,Yes,Yes
"Fruit juice smoothie, strawberry banana, NAKED JUICE",100,50,0.3,0.1,0,0,0.48,11.66,0.6,10.05,Yes,Yes,Yes,No
"PEPPERIDGE FARM, Whole Grain Honey Whole Wheat Bread",100,263,3.5,0.9,1,0,0.01,47.7,9.8,8.1,Yes,Yes,No,No
"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",100,376,5.6,0.8,0,0,7.63,80.1,9.1,21.53,Yes,Yes,Yes,No
"Lamb, raw, tongue - swiss cut, imported, New Zealand",100,225,19.0,5.9,88,0,14.27,0.0,0.0,0.0,No,No,Yes,Yes
"UDI'S, Soft & Hearty Whole Grain Bread, Gluten Free",100,309,9.3,0.3,0,0,7.25,49.09,4.9,9.81,Yes,Yes,No,No
"PEPPERIDGE FARM, Whole Grain 100% Whole Wheat Bread",100,263,3.5,0.7,1,0,0.01,47.2,9.3,7.4,Yes,Yes,No,No
"Pork loin, lean only, raw, bone-in, backribs, fresh",100,172,9.8,3.5,66,0,20.85,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, intermuscular fat, imported, New Zealand",100,602,64.0,29.0,104,0,6.97,0.01,0.0,0.0,No,No,Yes,Yes
"Apricots, with added sugar, stewed, sulfured, dried",100,113,0.2,0.0,0,0,1.17,29.26,4.1,0.0,Yes,Yes,Yes,No
"Seal, dried (Alaska Native), meat, bearded (Oogruk)",100,351,2.3,0.6,0,0,82.6,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean and fat, spareribs, fresh",100,277,23.0,7.5,80,0,15.47,0.0,0.0,0.0,No,No,Yes,Yes
"Pears, without added sugar, stewed, sulfured, dried",100,127,0.3,0.0,0,0,0.91,33.81,6.4,27.41,Yes,Yes,Yes,No
"Lamb, raw, Intermuscular fat, imported, New Zealand",100,640,69.0,31.0,75,0,4.63,1.26,0.0,0.0,No,No,Yes,Yes
"Turkey, roasted, meat only, from whole bird, breast",100,147,2.1,0.6,80,0,30.13,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, meat and skin, drumstick, retail parts",100,141,6.8,1.9,82,0,19.96,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, pancreas, variety meats and by-products",100,182,13.0,4.5,173,0,15.0,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, pancreas, variety meats and by-products",100,152,9.8,4.4,260,0,14.84,0.0,0.0,0.0,No,No,Yes,Yes
"Grapefruit, all areas, pink and red and white, raw",100,32,0.1,0.0,0,0,0.63,8.08,1.1,6.98,Yes,Yes,Yes,Yes
"Bread, toasted (includes whole-grain), multi-grain",100,288,4.6,0.9,0,0,14.52,47.11,8.1,6.94,Yes,Yes,No,No
"Beverages, Strawberry Kiwi, V8 SPLASH Juice Drinks",100,29,0.0,0.0,0,0,0.0,7.41,0.0,7.41,Yes,Yes,Yes,Yes
"Beef, raw, pancreas, variety meats and by-products",100,235,19.0,6.4,205,0,15.7,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean and fat, leg (top round)",100,117,3.1,1.2,78,0,20.98,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean and fat, backribs, fresh",100,224,16.0,5.8,69,0,19.07,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, roasted, meat only, from whole bird, thigh",100,165,6.0,1.8,128,0,27.71,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, with added solution, meat only, whole",100,105,2.4,0.5,61,0,20.87,0.14,0.0,0.06,No,No,Yes,Yes
"HORMEL ALWAYS TENDER, Fresh Pork, Center Cut Chops",100,167,9.6,3.6,52,0,18.74,0.84,0.0,0.28,No,No,Yes,Yes
"Beef, raw, select, separable lean and fat, carcass",100,278,23.0,9.2,74,0,17.48,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, choice, separable lean and fat, carcass",100,291,24.0,9.8,74,0,17.32,0.0,0.0,0.0,No,No,Yes,Yes
"Plums, without added sugar, stewed, dried (prunes)",100,107,0.2,0.0,0,0,0.96,28.08,3.1,24.98,Yes,Yes,Yes,No
"Pork, raw, separable lean only, whole, loin, fresh",100,143,5.7,2.0,59,0,21.43,0.0,0.0,0.0,No,No,Yes,Yes
"Mushroom, raw, exposed to ultraviolet light, white",100,22,0.3,0.1,0,0,3.09,3.26,1.0,1.98,Yes,Yes,Yes,Yes
"Leeks, freeze-dried, (bulb and lower-leaf portion)",100,321,2.1,0.3,0,0,15.2,74.65,10.4,0.0,Yes,Yes,Yes,No
"Beef, raw, subcutaneous fat, imported, New Zealand",100,685,72.0,32.0,64,0,8.5,0.0,0.0,0.0,No,No,Yes,Yes
"Peaches, with added sugar, stewed, sulfured, dried",100,103,0.2,0.0,0,0,1.06,26.6,2.4,0.0,Yes,Yes,Yes,No
"Lamb, raw,  85% lean / 15% fat, ground, Australian",100,255,21.0,9.9,73,0,17.14,0.0,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, subcutaneous fat, imported, New Zealand",100,703,76.0,32.0,78,0,3.87,0.55,0.0,0.0,No,No,Yes,Yes
"Turkey, raw, meat only, from whole bird, drumstick",100,109,1.5,0.3,57,0,23.66,0.14,0.0,0.05,No,No,Yes,Yes
"School Lunch, whole grain breaded, chicken nuggets",100,270,13.0,2.8,50,0,15.67,22.86,2.2,0.49,No,No,No,No
"Chicken, raw, meat only, back, broilers or fryers",100,137,5.9,1.5,81,0,19.56,0.0,0.0,0.0,No,No,No,Yes
"PEPPERIDGE FARM, Farmhouse 100% Whole Wheat Bread",100,269,4.8,1.3,1,0,0.01,46.1,7.7,7.21,Yes,Yes,No,No
"Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets",100,356,2.8,0.6,0,0,11.8,81.0,11.7,5.0,Yes,Yes,Yes,No
"Cereals ready-to-eat, WEETABIX whole grain cereal",100,371,2.9,0.5,0,0,11.43,81.5,11.4,5.71,Yes,Yes,Yes,No
"Turkey, roasted, skin from whole (light and dark)",100,459,39.0,11.0,177,0,23.94,0.57,0.0,0.0,No,No,Yes,Yes
"Lamb, raw, kidneys, variety meats and by-products",100,97,3.0,1.0,337,0,15.74,0.82,0.0,0.0,No,No,Yes,Yes
"Veal, raw, kidneys, variety meats and by-products",100,99,3.1,1.0,364,0,15.76,0.85,0.0,0.0,No,No,Yes,Yes
"Fish, raw (Alaska Native), king (chinook), salmon",100,187,12.0,1.9,61,0,20.25,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, roasted, meat only, from whole bird, back",100,173,6.0,1.8,128,0,27.71,0.0,0.0,0.0,No,No,Yes,Yes
"Lima beans, raw, mature seeds, thin seeded (baby)",100,335,0.9,0.2,0,0,20.62,62.83,20.6,8.32,Yes,Yes,Yes,No
"Apples, with added sugar, stewed, sulfured, dried",100,83,0.1,0.0,0,0,0.2,20.73,1.9,0.0,Yes,Yes,Yes,No
"Seal, raw (Alaska Native), meat, bearded (Oogruk)",100,110,0.4,0.0,100,0,26.7,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat only, neck, broilers or fryers",100,154,8.8,2.3,83,0,17.55,0.0,0.0,0.0,No,No,No,Yes
"Rice, unenriched, raw, regular, long-grain, white",100,365,0.7,0.2,0,0,7.13,79.95,1.3,0.12,Yes,Yes,Yes,No
"Beverages, Strawberry Banana, V8 SPLASH Smoothies",100,37,0.0,0.0,0,0,1.22,8.16,0.0,7.35,Yes,Yes,Yes,No
"Chicken, raw, meat only, wing, broilers or fryers",100,126,3.5,0.9,57,0,21.97,0.0,0.0,0.0,No,No,No,Yes
"Beef, raw, kidneys, variety meats and by-products",100,99,3.1,0.9,411,0,17.4,0.29,0.0,0.0,No,No,Yes,Yes
"Turkey from whole, raw, meat and skin, light meat",100,161,7.4,1.9,67,0,21.96,0.15,0.0,0.06,No,No,Yes,Yes
"Turkey, roasted, with added solution, meat only, whole",100,140,3.7,1.1,84,0,26.61,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable fat, composite of trimmed retail cuts",100,638,68.0,33.0,73,0,6.02,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, drumstick, broilers or fryers",100,161,9.2,2.5,92,0,18.08,0.11,0.0,0.0,No,No,No,Yes
"Beef, raw, all grades, separable lean only, whole, brisket",100,155,7.4,2.6,62,0,20.72,0.0,0.0,0.0,No,No,Yes,Yes
"Turkey, roasted, with added solution, meat and skin, whole",100,176,8.0,2.3,91,0,26.09,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean and fat, whole, leg (ham), fresh",100,245,19.0,6.5,73,0,17.43,0.0,0.0,0.0,No,No,Yes,Yes
"Strawberries, solids and liquids, heavy syrup pack, canned",100,92,0.3,0.0,0,0,0.56,23.53,1.7,21.83,Yes,Yes,Yes,No
"Chicken, raw, meat and skin and giblets and neck, roasting",100,213,15.0,4.4,86,0,17.09,0.09,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, and giblets and neck, meat and skin, stewing",100,251,20.0,5.5,87,0,17.48,0.19,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean and fat, boneless, Leg Cap Steak",100,123,3.4,1.2,63,0,21.64,0.0,0.0,0.0,No,No,Yes,Yes
"Toaster Pastries, Strawberry, KELLOGG'S POP TARTS, KELLOGG",100,398,11.0,2.9,0,0,4.7,71.1,1.1,33.0,Yes,Yes,Yes,No
"Chicken, raw, meat and skin, dark meat, broilers or fryers",100,237,18.0,5.3,81,0,16.69,0.0,0.0,0.0,No,No,No,Yes
"Beef, raw, select, separable lean and fat, chuck for stew",100,124,4.0,1.7,66,0,21.9,0.21,0.0,0.0,No,No,Yes,Yes
"Beef, raw, choice, separable lean and fat, chuck for stew",100,130,4.8,2.0,63,0,21.64,0.12,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean and fat, whole, shoulder, fresh",100,236,18.0,6.2,71,0,17.18,0.0,0.0,0.0,No,No,Yes,Yes
"Corn, drained solids, whole kernel, canned, yellow, sweet",100,67,1.2,0.2,0,0,2.29,14.34,2.0,4.44,Yes,Yes,Yes,No
"Pork, unheated, separable lean and fat, whole, ham, cured",100,246,19.0,6.6,56,0,18.49,0.06,0.0,0.0,No,No,Yes,Yes
"Beef, raw,  external fat, grass-fed, imported, Australian",100,509,51.0,23.0,66,0,11.32,0.39,0.0,0.0,No,No,Yes,Yes
"Beef, raw, choice, separable lean and fat, shortribs, rib",100,388,36.0,16.0,76,0,14.4,0.0,0.0,0.0,No,No,Yes,Yes
"Lettuce, raw, butterhead (includes boston and bibb types)",100,13,0.2,0.0,0,0,1.35,2.23,1.1,0.94,Yes,Yes,Yes,Yes
"Onions, raw, spring or scallions (includes tops and bulb)",100,32,0.2,0.0,0,0,1.83,7.34,2.6,2.33,Yes,Yes,Yes,Yes
"Babyfood, dry fortified, with apples, whole wheat, cereal",100,402,4.8,0.6,0,0,12.6,77.2,12.2,22.2,Yes,Yes,No,No
"Pork, raw, pancreas, variety meats and by-products, fresh",100,199,13.0,4.6,193,0,18.56,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, leaf fat, variety meats and by-products, fresh",100,857,94.0,45.0,110,0,1.76,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean and fat, shank (fore and hind)",100,113,3.5,1.1,75,0,19.15,0.0,0.0,0.0,No,No,Yes,Yes
"Corn, drained solids, whole kernel, canned, white, sweet",100,71,1.4,0.2,0,0,2.32,15.06,2.3,2.42,Yes,Yes,Yes,No
"Chicken, raw, meat and skin and giblets and neck, capons",100,232,17.0,4.9,87,0,18.51,0.08,0.0,0.0,No,No,Yes,Yes
"Pork, raw, stomach, variety meats and by-products, fresh",100,159,10.0,4.0,223,0,16.85,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, kidneys, variety meats and by-products, fresh",100,100,3.3,1.0,319,0,16.46,0.0,0.0,0.0,No,No,Yes,Yes
"Mushrooms, raw, exposed to ultraviolet light, portabella",100,22,0.4,0.1,0,0,2.11,3.87,1.3,2.5,Yes,Yes,Yes,Yes
"Fruit juice smoothie, strawberry banana, BOLTHOUSE FARMS",100,52,0.3,0.1,0,0,0.44,12.37,0.6,10.33,Yes,Yes,Yes,No
"Beverages, Diet Strawberry Kiwi, V8 SPLASH Juice Drinks",100,4,0.0,0.0,0,0,0.0,1.26,0.0,0.84,Yes,Yes,Yes,Yes
"Chicken, raw, meat and skin, breast, broilers or fryers",100,172,9.3,2.7,64,0,20.85,0.0,0.0,0.0,No,No,No,Yes
"Pork, raw, separable lean only, whole, leg (ham), fresh",100,136,5.4,1.9,68,0,20.48,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, spleen, variety meats and by-products, fresh",100,100,2.6,0.9,363,0,17.86,0.0,0.0,0.0,No,No,Yes,Yes
"Game meat, raw, composite of cuts, domesticated, rabbit",100,136,5.6,1.7,57,0,20.05,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean only, tenderloin, loin, fresh",100,109,2.2,0.7,65,0,20.95,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, tongue, variety meats and by-products, fresh",100,225,17.0,6.0,101,0,16.3,0.0,0.0,0.0,No,No,Yes,Yes
"Cranberry, raw (Alaska Native), low bush or lingenberry",100,55,0.5,0.0,0,0,0.4,12.2,0.0,0.0,Yes,Yes,Yes,No
"Veal, raw, separable lean and fat, blade chop, shoulder",100,148,7.6,2.7,62,0,18.72,0.03,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat only, light meat, broilers or fryers",100,114,1.7,0.4,58,0,23.2,0.0,0.0,0.0,No,No,No,Yes
"Pork, raw, separable lean only, whole, shoulder, fresh",100,148,7.1,2.5,67,0,19.55,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, meat and skin, thigh, broilers or fryers",100,221,17.0,4.5,98,0,16.52,0.25,0.0,0.0,No,No,No,Yes
"Rolls, calcium-fortified, whole grain white, hamburger",100,255,3.5,1.2,0,0,9.3,46.5,2.3,9.3,No,No,Yes,No
"Pork, unheated, separable lean only, whole, ham, cured",100,147,5.7,1.9,52,0,22.32,0.05,0.0,0.0,No,No,Yes,Yes
"Pork, raw, brain, variety meats and by-products, fresh",100,127,9.2,2.1,2195,0,10.28,0.0,0.0,0.0,No,No,Yes,Yes
"Babyfood, dry fortified, Multigrain whole grain cereal",100,405,6.3,1.1,0,0,6.25,80.89,6.7,12.5,Yes,Yes,Yes,No
"Beef, raw, choice, separable lean only, shortribs, rib",100,173,10.0,4.3,59,0,19.05,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, liver, variety meats and by-products, fresh",100,134,3.7,1.2,301,0,21.39,2.47,0.0,0.0,No,No,Yes,Yes
"Pork, raw, lungs, variety meats and by-products, fresh",100,85,2.7,1.0,320,0,14.08,0.0,0.0,0.0,No,No,Yes,Yes
"Crackers, whole wheat (includes multi-grain), saltines",100,398,11.0,0.0,0,0,7.14,68.25,6.7,0.0,Yes,Yes,No,No
"Apricots, without added sugar, stewed, sulfured, dried",100,85,0.2,0.0,0,0,1.2,22.15,2.6,19.57,Yes,Yes,Yes,No
"Turkey, raw, with added solution, meat and skin, whole",100,158,9.1,1.7,70,0,19.03,0.15,0.0,0.08,No,No,Yes,Yes
"Chicken, raw, meat only, dark meat, broilers or fryers",100,125,4.3,1.1,80,0,20.08,0.0,0.0,0.0,No,No,No,Yes
"Yogurt, 8 grams protein per 8 ounce, whole milk, plain",100,61,3.3,2.1,13,0,3.47,4.66,0.0,4.66,No,Yes,Yes,Yes
"Egg, glucose reduced, stabilized, flakes, dried, white",100,351,0.0,0.0,0,0,76.92,4.17,0.0,0.0,No,Yes,Yes,Yes
"Egg, glucose reduced, stabilized, powder, dried, white",100,376,0.0,0.0,0,0,82.4,4.47,0.0,0.0,No,Yes,Yes,Yes
"Pork, raw, heart, variety meats and by-products, fresh",100,118,4.4,1.2,131,0,17.27,1.33,0.0,0.0,No,No,Yes,Yes
"Cereals ready-to-eat, Whole Grain TOTAL, GENERAL MILLS",100,320,2.1,0.6,0,0,8.4,74.7,9.1,16.4,Yes,Yes,Yes,No
"Turkey, roasted, meat only, from whole bird, drumstick",100,139,2.1,0.6,80,0,30.13,0.0,0.0,0.0,No,No,Yes,Yes
"Wocas, yellow pond lily (Klamath), Oregon, dried seeds",100,361,1.1,0.1,0,0,7.9,80.02,19.2,0.43,Yes,Yes,Yes,No
"Veal, raw, separable lean only, shank (fore and hind)",100,108,2.8,0.7,75,0,19.28,0.0,0.0,0.0,No,No,Yes,Yes
"Walrus, meat and subcutaneous fat raw (Alaska Native)",100,282,24.0,0.0,0,0,16.3,0.0,0.0,0.0,No,No,Yes,Yes
"Grapefruit, California and Arizona, pink and red, raw",100,37,0.1,0.0,0,0,0.5,9.69,0.0,0.0,Yes,Yes,Yes,Yes
"Turkey, raw, from turkey frames, mechanically deboned",100,201,16.0,5.3,95,0,13.29,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, tail, variety meats and by-products, fresh",100,378,34.0,12.0,97,0,17.75,0.0,0.0,0.0,No,No,Yes,Yes
"Peaches, without added sugar, stewed, sulfured, dried",100,77,0.3,0.0,0,0,1.16,19.69,2.7,16.99,Yes,Yes,Yes,No
"Pork, roasted, separable lean only, whole, ham, cured",100,157,5.5,1.8,55,0,25.05,0.0,0.0,0.0,No,No,Yes,Yes
"Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs",100,349,1.8,0.4,0,0,10.0,79.0,6.0,21.8,Yes,Yes,Yes,No
"Nuts, shredded, sweetened, dried (desiccated), coconut meat",100,501,35.0,31.0,0,0,2.88,47.67,4.5,43.17,No,No,Yes,No
"Pork, raw, separable lean and fat, boneless, Shoulder breast",100,127,3.4,1.1,60,0,22.54,0.0,0.0,0.0,No,No,Yes,Yes
"Pork, raw, separable lean only, shank half, leg (ham), fresh",100,119,3.0,0.9,66,0,21.66,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, separable lean only, striploin, imported, New Zealand",100,150,7.0,2.5,54,0,20.93,0.74,0.0,0.0,No,No,Yes,Yes
"Game meat, raw, separable lean only, shoulder clod, chuck, bison",100,119,3.2,1.3,64,0,21.12,0.0,0.0,0.0,No,No,Yes,Yes
"Beef, raw, separable lean only, hind shin, imported, New Zealand",100,114,3.1,0.9,56,0,21.46,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean only, bone-in, hind, shank, Australian",100,122,4.5,1.7,59,0,20.37,0.0,0.0,0.0,No,No,Yes,Yes
"Seeds, from raw and stone ground kernels, tahini, sesame butter",100,570,48.0,6.7,0,0,17.81,26.19,9.3,0.0,Yes,Yes,Yes,No
"Pork, raw, separable lean and fat, shank half, leg (ham), fresh",100,193,12.0,3.9,67,0,19.87,0.0,0.0,0.0,No,No,Yes,Yes
"Veal, raw, separable lean only, whole (arm and blade), shoulder",100,112,3.0,0.9,86,0,19.79,0.0,0.0,0.0,No,No,Yes,Yes
"Chicken, raw, with added solution, skin (drumsticks and thighs)",100,386,38.0,11.0,113,0,11.11,0.01,0.0,0.0,No,No,Yes,Yes
